CT Image,MR Image
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct57.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri57.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct61.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri61.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct62.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri62.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct63.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri63.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct64.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri64.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct65.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri65.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct66.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri66.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct67.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri67.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct71.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri71.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct72.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri72.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct81.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri81.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct82.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri82.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct83.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri83.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct84.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri84.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct85.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri85.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct86.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri86.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct87.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri87.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct91.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri91.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct92.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri92.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct93.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri93.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct94.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri94.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct95.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri95.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct96.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri96.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct97.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri97.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct101.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri101.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct102.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri102.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct103.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri103.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct104.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri104.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct105.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri105.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct106.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri106.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct107.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri107.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct111.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri111.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct112.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri112.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct113.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri113.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct114.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri114.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct115.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri115.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct116.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri116.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct117.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri117.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct121.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri121.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct122.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri122.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct123.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri123.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct124.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri124.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct125.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri125.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct126.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri126.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct127.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri127.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct131.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri131.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct132.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri132.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct133.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri133.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct134.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri134.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct135.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri135.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct136.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri136.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct137.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri137.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct141.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri141.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct142.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri142.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct143.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri143.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct144.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri144.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct145.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri145.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct146.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri146.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct147.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri147.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct151.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri151.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct152.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri152.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct153.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri153.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct154.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri154.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct155.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri155.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct156.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri156.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct157.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri157.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct161.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri161.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct162.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri162.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct163.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri163.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct164.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri164.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct165.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri165.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct166.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri166.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct167.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri167.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct171.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri171.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct172.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri172.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct173.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri173.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct174.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri174.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct175.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri175.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct176.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri176.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct177.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri177.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct181.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri181.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct182.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri182.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct183.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri183.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct184.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri184.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct185.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri185.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct186.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri186.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct187.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri187.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct191.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri191.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct192.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri192.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct193.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri193.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct194.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri194.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct195.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri195.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct196.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri196.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct197.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri197.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct201.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri201.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct202.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri202.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct203.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri203.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct204.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri204.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct205.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri205.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct206.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri206.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct207.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri207.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct211.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri211.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct212.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri212.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct213.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri213.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct214.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri214.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct215.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri215.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct216.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri216.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct217.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri217.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct221.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri221.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct222.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri222.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct223.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri223.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct224.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri224.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct225.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri225.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct226.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri226.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct227.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri227.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct231.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri231.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct232.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri232.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct233.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri233.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct234.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri234.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct235.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri235.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct236.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri236.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct237.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri237.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct241.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri241.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct242.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri242.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct243.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri243.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct244.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri244.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct245.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri245.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct246.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri246.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct247.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri247.png
